OptionEpic,UnderlyingEpic,Strike,Expiry,CallOrPut,DividendYield,RiskFreeRate
OP.D.FTSE1.4300P.IP,IX.D.FTSE.MONTH8.IP,4300.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4325C.IP,IX.D.FTSE.MONTH8.IP,4325.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4325P.IP,IX.D.FTSE.MONTH8.IP,4325.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4350C.IP,IX.D.FTSE.MONTH8.IP,4350.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4350P.IP,IX.D.FTSE.MONTH8.IP,4350.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4375C.IP,IX.D.FTSE.MONTH8.IP,4375.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4375P.IP,IX.D.FTSE.MONTH8.IP,4375.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4400C.IP,IX.D.FTSE.MONTH8.IP,4400.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4400P.IP,IX.D.FTSE.MONTH8.IP,4400.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4425C.IP,IX.D.FTSE.MONTH8.IP,4425.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4425P.IP,IX.D.FTSE.MONTH8.IP,4425.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4450C.IP,IX.D.FTSE.MONTH8.IP,4450.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4450P.IP,IX.D.FTSE.MONTH8.IP,4450.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4475C.IP,IX.D.FTSE.MONTH8.IP,4475.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4475P.IP,IX.D.FTSE.MONTH8.IP,4475.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4500C.IP,IX.D.FTSE.MONTH8.IP,4500.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4500P.IP,IX.D.FTSE.MONTH8.IP,4500.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4525C.IP,IX.D.FTSE.MONTH8.IP,4525.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4525P.IP,IX.D.FTSE.MONTH8.IP,4525.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4550C.IP,IX.D.FTSE.MONTH8.IP,4550.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4550P.IP,IX.D.FTSE.MONTH8.IP,4550.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4575C.IP,IX.D.FTSE.MONTH8.IP,4575.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4575P.IP,IX.D.FTSE.MONTH8.IP,4575.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4600C.IP,IX.D.FTSE.MONTH8.IP,4600.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4600P.IP,IX.D.FTSE.MONTH8.IP,4600.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4625C.IP,IX.D.FTSE.MONTH8.IP,4625.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4625P.IP,IX.D.FTSE.MONTH8.IP,4625.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4650C.IP,IX.D.FTSE.MONTH8.IP,4650.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4650P.IP,IX.D.FTSE.MONTH8.IP,4650.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4675C.IP,IX.D.FTSE.MONTH8.IP,4675.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4675P.IP,IX.D.FTSE.MONTH8.IP,4675.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4700C.IP,IX.D.FTSE.MONTH8.IP,4700.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4700P.IP,IX.D.FTSE.MONTH8.IP,4700.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4725C.IP,IX.D.FTSE.MONTH8.IP,4725.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4725P.IP,IX.D.FTSE.MONTH8.IP,4725.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4750C.IP,IX.D.FTSE.MONTH8.IP,4750.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4750P.IP,IX.D.FTSE.MONTH8.IP,4750.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4775C.IP,IX.D.FTSE.MONTH8.IP,4775.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4775P.IP,IX.D.FTSE.MONTH8.IP,4775.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4800C.IP,IX.D.FTSE.MONTH8.IP,4800.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4800P.IP,IX.D.FTSE.MONTH8.IP,4800.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4825C.IP,IX.D.FTSE.MONTH8.IP,4825.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4825P.IP,IX.D.FTSE.MONTH8.IP,4825.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4850C.IP,IX.D.FTSE.MONTH8.IP,4850.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4850P.IP,IX.D.FTSE.MONTH8.IP,4850.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4875C.IP,IX.D.FTSE.MONTH8.IP,4875.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4875P.IP,IX.D.FTSE.MONTH8.IP,4875.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4900C.IP,IX.D.FTSE.MONTH8.IP,4900.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4900P.IP,IX.D.FTSE.MONTH8.IP,4900.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4925C.IP,IX.D.FTSE.MONTH8.IP,4925.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4925P.IP,IX.D.FTSE.MONTH8.IP,4925.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4950C.IP,IX.D.FTSE.MONTH8.IP,4950.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4950P.IP,IX.D.FTSE.MONTH8.IP,4950.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.4975C.IP,IX.D.FTSE.MONTH8.IP,4975.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.4975P.IP,IX.D.FTSE.MONTH8.IP,4975.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5000C.IP,IX.D.FTSE.MONTH8.IP,5000.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5000P.IP,IX.D.FTSE.MONTH8.IP,5000.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5025C.IP,IX.D.FTSE.MONTH8.IP,5025.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5025P.IP,IX.D.FTSE.MONTH8.IP,5025.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5050C.IP,IX.D.FTSE.MONTH8.IP,5050.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5050P.IP,IX.D.FTSE.MONTH8.IP,5050.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5075C.IP,IX.D.FTSE.MONTH8.IP,5075.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5075P.IP,IX.D.FTSE.MONTH8.IP,5075.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5100C.IP,IX.D.FTSE.MONTH8.IP,5100.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5100P.IP,IX.D.FTSE.MONTH8.IP,5100.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5125C.IP,IX.D.FTSE.MONTH8.IP,5125.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5125P.IP,IX.D.FTSE.MONTH8.IP,5125.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5150C.IP,IX.D.FTSE.MONTH8.IP,5150.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5150P.IP,IX.D.FTSE.MONTH8.IP,5150.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5175C.IP,IX.D.FTSE.MONTH8.IP,5175.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5175P.IP,IX.D.FTSE.MONTH8.IP,5175.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5200C.IP,IX.D.FTSE.MONTH8.IP,5200.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5200P.IP,IX.D.FTSE.MONTH8.IP,5200.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5225C.IP,IX.D.FTSE.MONTH8.IP,5225.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5225P.IP,IX.D.FTSE.MONTH8.IP,5225.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5250C.IP,IX.D.FTSE.MONTH8.IP,5250.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5250P.IP,IX.D.FTSE.MONTH8.IP,5250.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5275C.IP,IX.D.FTSE.MONTH8.IP,5275.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5275P.IP,IX.D.FTSE.MONTH8.IP,5275.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5300C.IP,IX.D.FTSE.MONTH8.IP,5300.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5300P.IP,IX.D.FTSE.MONTH8.IP,5300.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5325C.IP,IX.D.FTSE.MONTH8.IP,5325.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5325P.IP,IX.D.FTSE.MONTH8.IP,5325.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5350C.IP,IX.D.FTSE.MONTH8.IP,5350.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5350P.IP,IX.D.FTSE.MONTH8.IP,5350.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5375C.IP,IX.D.FTSE.MONTH8.IP,5375.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5375P.IP,IX.D.FTSE.MONTH8.IP,5375.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5400C.IP,IX.D.FTSE.MONTH8.IP,5400.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5400P.IP,IX.D.FTSE.MONTH8.IP,5400.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5425C.IP,IX.D.FTSE.MONTH8.IP,5425.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5425P.IP,IX.D.FTSE.MONTH8.IP,5425.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5450C.IP,IX.D.FTSE.MONTH8.IP,5450.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5450P.IP,IX.D.FTSE.MONTH8.IP,5450.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5475C.IP,IX.D.FTSE.MONTH8.IP,5475.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5475P.IP,IX.D.FTSE.MONTH8.IP,5475.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5500C.IP,IX.D.FTSE.MONTH8.IP,5500.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5500P.IP,IX.D.FTSE.MONTH8.IP,5500.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5525C.IP,IX.D.FTSE.MONTH8.IP,5525.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5525P.IP,IX.D.FTSE.MONTH8.IP,5525.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5550C.IP,IX.D.FTSE.MONTH8.IP,5550.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5550P.IP,IX.D.FTSE.MONTH8.IP,5550.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5575C.IP,IX.D.FTSE.MONTH8.IP,5575.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5575P.IP,IX.D.FTSE.MONTH8.IP,5575.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5600C.IP,IX.D.FTSE.MONTH8.IP,5600.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5600P.IP,IX.D.FTSE.MONTH8.IP,5600.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5625C.IP,IX.D.FTSE.MONTH8.IP,5625.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5625P.IP,IX.D.FTSE.MONTH8.IP,5625.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5650C.IP,IX.D.FTSE.MONTH8.IP,5650.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5650P.IP,IX.D.FTSE.MONTH8.IP,5650.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5675C.IP,IX.D.FTSE.MONTH8.IP,5675.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5675P.IP,IX.D.FTSE.MONTH8.IP,5675.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5700C.IP,IX.D.FTSE.MONTH8.IP,5700.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5700P.IP,IX.D.FTSE.MONTH8.IP,5700.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5725C.IP,IX.D.FTSE.MONTH8.IP,5725.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5725P.IP,IX.D.FTSE.MONTH8.IP,5725.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5750C.IP,IX.D.FTSE.MONTH8.IP,5750.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5750P.IP,IX.D.FTSE.MONTH8.IP,5750.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5775C.IP,IX.D.FTSE.MONTH8.IP,5775.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5775P.IP,IX.D.FTSE.MONTH8.IP,5775.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5800C.IP,IX.D.FTSE.MONTH8.IP,5800.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5800P.IP,IX.D.FTSE.MONTH8.IP,5800.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5825C.IP,IX.D.FTSE.MONTH8.IP,5825.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5825P.IP,IX.D.FTSE.MONTH8.IP,5825.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5850C.IP,IX.D.FTSE.MONTH8.IP,5850.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5850P.IP,IX.D.FTSE.MONTH8.IP,5850.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5875C.IP,IX.D.FTSE.MONTH8.IP,5875.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5875P.IP,IX.D.FTSE.MONTH8.IP,5875.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5900C.IP,IX.D.FTSE.MONTH8.IP,5900.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5900P.IP,IX.D.FTSE.MONTH8.IP,5900.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5925C.IP,IX.D.FTSE.MONTH8.IP,5925.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5925P.IP,IX.D.FTSE.MONTH8.IP,5925.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5950C.IP,IX.D.FTSE.MONTH8.IP,5950.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5950P.IP,IX.D.FTSE.MONTH8.IP,5950.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.5975C.IP,IX.D.FTSE.MONTH8.IP,5975.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.5975P.IP,IX.D.FTSE.MONTH8.IP,5975.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6000C.IP,IX.D.FTSE.MONTH8.IP,6000.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6000P.IP,IX.D.FTSE.MONTH8.IP,6000.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6025C.IP,IX.D.FTSE.MONTH8.IP,6025.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6025P.IP,IX.D.FTSE.MONTH8.IP,6025.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6050C.IP,IX.D.FTSE.MONTH8.IP,6050.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6050P.IP,IX.D.FTSE.MONTH8.IP,6050.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6075C.IP,IX.D.FTSE.MONTH8.IP,6075.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6075P.IP,IX.D.FTSE.MONTH8.IP,6075.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6100C.IP,IX.D.FTSE.MONTH8.IP,6100.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6100P.IP,IX.D.FTSE.MONTH8.IP,6100.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6125C.IP,IX.D.FTSE.MONTH8.IP,6125.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6125P.IP,IX.D.FTSE.MONTH8.IP,6125.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6150C.IP,IX.D.FTSE.MONTH8.IP,6150.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6150P.IP,IX.D.FTSE.MONTH8.IP,6150.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6175C.IP,IX.D.FTSE.MONTH8.IP,6175.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6175P.IP,IX.D.FTSE.MONTH8.IP,6175.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6200C.IP,IX.D.FTSE.MONTH8.IP,6200.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6200P.IP,IX.D.FTSE.MONTH8.IP,6200.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6225C.IP,IX.D.FTSE.MONTH8.IP,6225.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6225P.IP,IX.D.FTSE.MONTH8.IP,6225.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6250C.IP,IX.D.FTSE.MONTH8.IP,6250.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6250P.IP,IX.D.FTSE.MONTH8.IP,6250.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6275C.IP,IX.D.FTSE.MONTH8.IP,6275.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6275P.IP,IX.D.FTSE.MONTH8.IP,6275.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6300C.IP,IX.D.FTSE.MONTH8.IP,6300.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6300P.IP,IX.D.FTSE.MONTH8.IP,6300.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6325C.IP,IX.D.FTSE.MONTH8.IP,6325.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6325P.IP,IX.D.FTSE.MONTH8.IP,6325.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6350C.IP,IX.D.FTSE.MONTH8.IP,6350.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6350P.IP,IX.D.FTSE.MONTH8.IP,6350.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6375C.IP,IX.D.FTSE.MONTH8.IP,6375.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6375P.IP,IX.D.FTSE.MONTH8.IP,6375.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6400C.IP,IX.D.FTSE.MONTH8.IP,6400.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6400P.IP,IX.D.FTSE.MONTH8.IP,6400.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6425C.IP,IX.D.FTSE.MONTH8.IP,6425.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6425P.IP,IX.D.FTSE.MONTH8.IP,6425.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6450C.IP,IX.D.FTSE.MONTH8.IP,6450.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6450P.IP,IX.D.FTSE.MONTH8.IP,6450.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6475C.IP,IX.D.FTSE.MONTH8.IP,6475.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6475P.IP,IX.D.FTSE.MONTH8.IP,6475.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6500C.IP,IX.D.FTSE.MONTH8.IP,6500.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6500P.IP,IX.D.FTSE.MONTH8.IP,6500.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6525C.IP,IX.D.FTSE.MONTH8.IP,6525.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6525P.IP,IX.D.FTSE.MONTH8.IP,6525.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6550C.IP,IX.D.FTSE.MONTH8.IP,6550.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6550P.IP,IX.D.FTSE.MONTH8.IP,6550.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6575C.IP,IX.D.FTSE.MONTH8.IP,6575.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6575P.IP,IX.D.FTSE.MONTH8.IP,6575.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6600C.IP,IX.D.FTSE.MONTH8.IP,6600.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6600P.IP,IX.D.FTSE.MONTH8.IP,6600.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6625C.IP,IX.D.FTSE.MONTH8.IP,6625.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6625P.IP,IX.D.FTSE.MONTH8.IP,6625.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6650C.IP,IX.D.FTSE.MONTH8.IP,6650.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6650P.IP,IX.D.FTSE.MONTH8.IP,6650.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6675C.IP,IX.D.FTSE.MONTH8.IP,6675.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6675P.IP,IX.D.FTSE.MONTH8.IP,6675.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6700C.IP,IX.D.FTSE.MONTH8.IP,6700.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6700P.IP,IX.D.FTSE.MONTH8.IP,6700.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6725C.IP,IX.D.FTSE.MONTH8.IP,6725.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6725P.IP,IX.D.FTSE.MONTH8.IP,6725.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6750C.IP,IX.D.FTSE.MONTH8.IP,6750.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6750P.IP,IX.D.FTSE.MONTH8.IP,6750.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6775C.IP,IX.D.FTSE.MONTH8.IP,6775.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6775P.IP,IX.D.FTSE.MONTH8.IP,6775.0,2017-12-15,PUT,0.0,0.00331
